Instance,Income
111994,4048.92887278297
111995,8347.51963801129
111996,72513.95306061371
111997,196032.86605072086
111998,-3512.4677773562726
111999,121531.2319530267
112000,105056.85473343974
112001,111540.05238782012
112002,30520.098573660012
112003,132541.1377717773
112004,-43685.32359442406
112005,129509.28093547723
112006,-511.07200358307455
112007,99246.13865833601
112008,308926.8221922099
112009,75451.44144306297
112010,39878.370987023634
112011,18105.15739506448
112012,31839.39861831296
112013,30637.495299093367
112014,161865.81869192707
112015,26882.217979230976
112016,95134.82861246634
112017,29049.718110353453
112018,227953.29343234238
112019,55478.69814065972
112020,21537.03862888593
112021,36296.64007193805
112022,87410.71008202445
112023,93149.92801083851
112024,3661.568735190027
112025,97533.82535974187
112026,65207.54323056346
112027,80396.57026875281
112028,28258.3067061404
112029,56922.687617004325
112030,160354.44225845096
112031,216067.7078268196
112032,200088.8695058361
112033,71541.83378336584
112034,422562.562753119
112035,94258.91115667089
112036,194566.14984517632
112037,159857.34301951126
112038,174433.13148101958
112039,-2284.259917420801
112040,58645.924039031845
112041,88095.36046061205
112042,34593.49077702989
112043,69356.21005382325
112044,51208.74647224683
112045,27426.112975604017
112046,280580.3099224688
112047,36587.57143378351
112048,-22514.571964958857
112049,101336.25684695132
112050,48181.44514672679
112051,84603.90094717895
112052,125693.99215164396
112053,216485.09897244174
112054,60607.19805973733
112055,-7740.631796279398
112056,94103.68146553519
112057,-4454.6284190253355
112058,95438.90031386871
112059,46868.291978385416
112060,327536.1393954847
112061,157278.4457271732
112062,176386.73734727877
112063,73755.62030782521
112064,-18656.64916573785
112065,81335.99556796177
112066,23813.878586802923
112067,112478.35393094015
112068,130486.18200738268
112069,211293.23176170135
112070,382567.5351009178
112071,75683.84437601536
112072,70366.73315569392
112073,21095.933912645734
112074,2211.5873278630897
112075,-17757.081945184036
112076,99263.15637406625
112077,706087.5534178913
112078,18656.92014298204
112079,210332.94214450702
112080,187090.7808653183
112081,517901.3928736257
112082,32082.533609952952
112083,16113.464023406035
112084,-16991.843616818427
112085,57157.49111711676
112086,-13255.016642748145
112087,53773.67769398849
112088,132805.7873553345
112089,77610.56029195664
112090,185861.0823870285
112091,42261.97986738279
112092,32148.075579167868
112093,112739.07033887596
112094,50376.235904532485
112095,64084.38392447331
112096,160242.4362214979
112097,-826.4374455892248
112098,-14124.362905786023
112099,39561.46513685782
112100,44399.14219357923
112101,330451.2762315412
112102,13349.373567888688
112103,144653.08854035486
112104,64193.23430426279
112105,106143.03217751824
112106,115259.13407675075
112107,105895.69790630427
112108,91154.63124254195
112109,11000.484673768282
112110,78010.00988715613
112111,13983.732994185062
112112,90162.19644717895
112113,92634.80981674348
112114,74582.8474593301
112115,26315.236840737285
112116,53032.39719150611
112117,96119.58375379932
112118,4496.059443439823
112119,76838.03431600763
112120,323494.07214693667
112121,136285.47245708277
112122,443715.6584123699
112123,389499.33841132745
112124,101664.94542644522
112125,164185.55397078456
112126,155047.69499757641
112127,-40119.25867336575
112128,46279.97461235261
112129,117115.28011037881
112130,107639.41358941997
112131,46853.30116829631
112132,70233.38387393381
112133,260445.78338084486
112134,37961.290588507836
112135,-19375.619097593997
112136,77822.82721739315
112137,-4638.676519508881
112138,35186.82810096489
112139,59768.813626927964
112140,69482.01198907511
112141,39952.14447955269
112142,37817.62312067009
112143,293005.82295899186
112144,-9726.322844778886
112145,27508.775720441656
112146,84535.3806372438
112147,197189.7303653266
112148,63985.40582786902
112149,87970.42265950597
112150,874.1027011288679
112151,247104.87756945606
112152,96443.50686683966
112153,58857.950586092076
112154,77545.01268671994
112155,94494.38315859134
112156,123623.16404703964
112157,165978.47143520188
112158,84322.88274390419
112159,328907.7674270228
112160,44378.7470589765
112161,183896.4729720687
112162,155081.9537588069
112163,55834.88448087161
112164,71712.70819828677
112165,155569.63253231728
112166,106208.58131049643
112167,40129.32892483054
112168,68750.37040939688
112169,218633.24529203115
112170,199202.4604965684
112171,49387.295927664614
112172,-1878.2964141641278
112173,131006.55876917581
112174,15531.412021956232
112175,26158.05519510468
112176,-6457.062472663703
112177,128656.59404788827
112178,-28398.87849804043
112179,3021.8353956275387
112180,13163.960664264392
112181,-13304.67816402117
112182,215200.83283950933
112183,111827.24055853375
112184,-32463.699478242313
112185,315618.7304664376
112186,-9892.213951502752
112187,132606.5396387042
112188,255593.93138627888
112189,45940.97501045058
112190,21974.34244590759
112191,98375.04066023848
112192,370310.80917430663
112193,51032.725200401386
112194,173485.15411347555
112195,43219.12686241709
112196,-25277.41650663229
112197,335717.60907922947
112198,79287.76301169756
112199,37051.72035688453
112200,66233.72238155012
112201,230203.01802503492
112202,138583.8083215719
112203,24456.57774444716
112204,36104.22047268844
112205,-13186.982089113793
112206,103445.04580200784
112207,376869.75258824
112208,87392.84408077097
112209,413785.56480304647
112210,81510.78373308468
112211,219192.40017540503
112212,98944.23332489072
112213,-5712.667453460977
112214,286974.2899491534
112215,-1482.834644060873
112216,143252.41644202388
112217,7548.497049414553
112218,36308.53073238948
112219,348318.1095041428
112220,93232.5378832873
112221,4313.033675821673
112222,11106.63514507236
112223,77374.26040643873
112224,193367.98582106165
112225,75258.96887561283
112226,80503.96692586428
112227,72095.19381748198
112228,128034.22295354027
112229,73152.86024664785
112230,184051.71470818718
112231,-14374.34737685544
112232,110771.68484869946
112233,15430.055116696865
112234,21433.083578372898
112235,-31912.8888036242
112236,133767.81171472423
112237,404121.13257420936
112238,50133.14237454528
112239,26271.053972996364
112240,29070.503870268527
112241,-7432.345410122303
112242,12713.141797866556
112243,77106.34931129363
112244,171212.62335318222
112245,130806.37294686615
112246,29130.521877279738
112247,400516.5572257068
112248,141133.19532360986
112249,-47227.23090094805
112250,42618.10451125592
112251,51079.25121743587
112252,43358.34037421952
112253,-12492.64399403712
112254,197632.3071929784
112255,45335.99432736321
112256,41944.70294890256
112257,29727.18919132545
112258,506488.461448866
112259,218412.1035119107
112260,128629.82969855284
112261,379980.5824352832
112262,63264.32034428668
112263,12641.570193681342
112264,132859.08626215198
112265,45130.62006119138
112266,29223.336637072847
112267,69669.56393931044
112268,121321.52743795738
112269,457498.41335836693
112270,5884.879360509047
112271,113850.93208141107
112272,88227.80468142289
112273,155202.79381536169
112274,-4871.939753916056
112275,302612.16662219603
112276,305866.50099993707
112277,50146.29817865987
112278,-10063.438768302323
112279,-13905.029519409465
112280,150974.21745753512
112281,71109.09834209026
112282,229496.53132910642
112283,112051.26324429864
112284,82236.97547645215
112285,48395.91581489507
112286,77268.96556143212
112287,-2148.763041491795
112288,66125.15426164918
112289,215409.9291997305
112290,176378.51642509204
112291,8069.19988720573
112292,435548.11416972906
112293,-9338.827054818626
112294,268239.4992503618
112295,62586.3844014323
112296,213030.6503448433
112297,81666.47859494505
112298,86349.38279896631
112299,13367.757316770265
112300,21704.236370535393
112301,5679.147780539701
112302,39398.532693479036
112303,67501.96656537481
112304,146089.32817801155
112305,24290.943715180503
112306,126522.61940391909
112307,53162.890480542614
112308,161607.43864090732
112309,61112.779408707516
112310,6442.077126142511
112311,96766.75290735118
112312,34595.86120720237
112313,113946.22975544533
112314,81807.47338001954
112315,156406.85400874313
112316,33115.26533176866
112317,18586.276739830384
112318,6948.253241208091
112319,9.006810795632191
112320,434759.12982720335
112321,57781.85204117844
112322,28983.055409509107
112323,114620.40457204237
112324,430014.05952078785
112325,208025.59604969603
112326,151010.87347831397
112327,284009.7806318243
112328,119869.4655142466
112329,99902.85192729533
112330,381142.9012350422
112331,363789.1085655358
112332,284441.3597267085
112333,277839.18365884776
112334,321193.7653146635
112335,100140.35545257502
112336,27018.9039229232
112337,212195.06630057254
112338,225812.7106127086
112339,339350.2710044181
112340,31476.091330951487
112341,803319.1127143663
112342,36170.44251369557
112343,70897.06703990704
112344,60459.259642354096
112345,38308.92940786225
112346,87639.18155461096
112347,-20636.75577007141
112348,12111.286256279738
112349,61670.602777422755
112350,90747.69447365194
112351,30287.341543269984
112352,28299.008977072604
112353,8056.7847876929445
112354,152199.07776448777
112355,69859.2654194273
112356,100412.498816735
112357,53526.59635188518
112358,109079.53619008267
112359,87463.85919804848
112360,47810.17876354669
112361,224172.52220176478
112362,69458.96728918864
112363,54220.29120319965
112364,2186.193372292095
112365,-26976.061465977633
112366,19042.684013868275
112367,38702.55716606905
112368,43578.58717599389
112369,151305.6047709987
112370,-5262.688112711767
112371,334212.8706760095
112372,117980.3428341854
112373,32348.15681529342
112374,-41090.93272434268
112375,25074.380685156095
112376,127268.32672674232
112377,140446.00393519423
112378,46214.179484579945
112379,107380.90277911746
112380,69714.55436866183
112381,58189.84430218232
112382,88517.47359189519
112383,50897.86515255843
112384,244815.1753493385
112385,-19176.577329114138
112386,191601.10815116527
112387,86609.89580961224
112388,-3947.3505233564065
112389,68409.2714271557
112390,-9960.36503011582
112391,7948.3446625897195
112392,120155.3087403563
112393,112602.50122084518
112394,41045.400570988946
112395,33465.38280177192
112396,168179.73104268138
112397,91565.20336914825
112398,371603.1920224102
112399,105611.77090769645
112400,119670.32908901689
112401,158705.25458224537
112402,626413.972088756
112403,117895.21609260637
112404,114098.2188469781
112405,65313.25368998927
112406,5867.29090508254
112407,2040.6720426208922
112408,39616.07902148663
112409,87837.65297681326
112410,-9156.716406235588
112411,143565.2706095145
112412,92696.7858416005
112413,27103.684320573695
112414,168897.21249290314
112415,168559.84731116192
112416,73857.30844059226
112417,125537.07924430826
112418,86732.85398912232
112419,221458.5160939182
112420,12666.167896010738
112421,311766.8397448045
112422,105354.56065814476
112423,29685.91199328238
112424,-5535.36535778211
112425,35833.53686838795
112426,149037.22814028244
112427,315166.1209376072
112428,293768.39556234755
112429,-16328.361581597652
112430,83063.2741260301
112431,146186.78515107627
112432,1650.6064180141548
112433,103631.90863298287
112434,23725.639268623258
112435,113959.28026943112
112436,37437.87057943153
112437,44337.6691160769
112438,127638.86864220136
112439,15116.90059993416
112440,240306.9867947955
112441,40484.737550877326
112442,484572.7764322904
112443,35845.13460165134
