Instance,Income
111994,32542.303727038878
111995,9967.070259203118
111996,46667.34665943449
111997,180002.8249610183
111998,10590.548396193459
111999,107297.91338668342
112000,118119.37692886133
112001,60555.472838178895
112002,43796.04907477347
112003,108407.41568419112
112004,2774.789784488555
112005,160775.33341939907
112006,2911.9038692363556
112007,104548.42933772899
112008,298983.6739968709
112009,91633.94460752972
112010,46924.247385865834
112011,14763.385290372411
112012,23033.971828982398
112013,34998.682551063495
112014,119409.64777741452
112015,36014.24676208137
112016,54397.68451963464
112017,17795.673479361867
112018,174082.3705349845
112019,53103.109491064504
112020,18543.67033514432
112021,9593.189844205144
112022,87709.72913669253
112023,68323.87186448823
112024,9841.613378949362
112025,88872.29208123348
112026,62500.72852740812
112027,83027.32173004326
112028,19602.98136900351
112029,40060.67397580147
112030,141004.80538997738
112031,261581.91655854808
112032,224110.14199809585
112033,105427.29733430008
112034,340100.0608945047
112035,112721.80556673088
112036,201314.41575042455
112037,118078.66155343383
112038,190290.74602065052
112039,31427.553705806247
112040,64751.26605358411
112041,66567.95688253996
112042,48147.17128348843
112043,59700.847566542325
112044,46782.58900063048
112045,28210.968497199436
112046,283648.43971131503
112047,23613.245469334455
112048,6068.105390285316
112049,99727.3169669992
112050,38499.47291088056
112051,52415.22348258296
112052,106800.97635403906
112053,205408.23008425222
112054,95921.79175004375
112055,16016.450741097986
112056,95487.87932960033
112057,9959.986299701959
112058,66507.4456626895
112059,29385.47788668006
112060,261932.29568502915
112061,126153.61110121854
112062,173819.01614311602
112063,76546.82004750823
112064,7150.461380915466
112065,54080.39849651277
112066,15393.520865173128
112067,123422.98844773589
112068,59941.189031503054
112069,227857.8949148125
112070,355327.2307066315
112071,68118.95859749209
112072,81964.75321660597
112073,46001.13134029112
112074,26568.735305171696
112075,6614.43536446853
112076,122012.7674745441
112077,705503.7285019252
112078,9076.773855445608
112079,208064.8743265402
112080,130416.20606877639
112081,570187.4314868076
112082,27707.067530779663
112083,35233.95816018561
112084,13787.814493084443
112085,54780.84675968953
112086,22557.867969009843
112087,47026.838053391904
112088,130037.66412317993
112089,41097.88062798397
112090,197019.82079301192
112091,31198.476444439828
112092,24389.28439215573
112093,91816.02644383704
112094,26823.943124568123
112095,48579.689464807525
112096,131168.93743217245
112097,25175.723241984626
112098,11675.878046983362
112099,27372.16521979695
112100,37720.537153084246
112101,207930.09164575802
112102,17751.779294166074
112103,116843.37528613067
112104,76160.52775252516
112105,55789.47007594793
112106,95926.17784033259
112107,123963.62101141791
112108,80008.26682105879
112109,17541.338767892037
112110,55199.06664221707
112111,26581.735026146114
112112,66153.80721638406
112113,79755.6805476581
112114,43246.09939262869
112115,24015.233766562735
112116,45839.01072434959
112117,92612.38378015516
112118,41226.32568021311
112119,40554.928236378044
112120,337505.22161327885
112121,130042.2630170531
112122,358953.27479275083
112123,313054.3113243472
112124,64102.83613917081
112125,193711.50695186303
112126,163754.01062372152
112127,7103.852965494192
112128,50287.16385734366
112129,101926.95469168354
112130,85804.21765156723
112131,61149.04956066737
112132,84017.70318658913
112133,281732.3932616303
112134,38761.03316672294
112135,3192.9051231490203
112136,72268.77695847636
112137,13053.879517809333
112138,17068.7249359008
112139,68371.6262004891
112140,45485.56815160667
112141,51503.849782098856
112142,67211.66717973952
112143,212240.65510015082
112144,11413.175662894077
112145,34932.84865528727
112146,51831.597860891285
112147,200277.0990382996
112148,58857.67632241414
112149,78367.91463949818
112150,1962.4014557650753
112151,262607.5146604962
112152,92206.46658558707
112153,58706.45040329061
112154,51367.43249979895
112155,100912.45036106432
112156,100210.77574751347
112157,100480.17882988148
112158,55529.97000786479
112159,309828.0747881925
112160,50335.23407911278
112161,151838.27896213887
112162,134829.83623937558
112163,23293.699581928635
112164,46662.04694357624
112165,150069.7590679734
112166,51836.58974385284
112167,34249.657708248895
112168,51360.037722999135
112169,236962.5777847279
112170,180754.21517188917
112171,51735.98420540013
112172,12718.85843528231
112173,129288.86304774272
112174,21615.61623929212
112175,49234.76394229647
112176,13675.598559944749
112177,111672.6331506255
112178,6586.35515659272
112179,19004.637590482784
112180,23059.471373654444
