Instance,Income
111994,12506.539155925959
111995,-34229.48791375004
111996,42579.81542960734
111997,180118.89238016994
111998,-8409.791243390297
111999,132952.7631501474
112000,119800.39611355393
112001,68021.38990230266
112002,69096.3164372794
112003,95532.08500385022
112004,-56757.02244694768
112005,168822.89821531315
112006,-34131.34045800693
112007,110383.95945178492
112008,294128.1379297396
112009,99426.39113693767
112010,43873.477698232186
112011,-11092.140585723959
112012,25124.067527313382
112013,60170.720620559216
112014,134840.58999438258
112015,18600.90605361607
112016,67855.2911833647
112017,-4858.676864738547
112018,205207.45247870308
112019,58086.521039225736
112020,-25769.465193582393
112021,-37136.55930946987
112022,89043.85708083503
112023,107018.51444297726
112024,-24918.355435055302
112025,88086.41886094853
112026,71676.1170857788
112027,73077.19567391471
112028,-2898.873878406055
112029,29588.98268062681
112030,179663.0012908029
112031,260586.71182160167
112032,239499.56706100074
112033,117518.34557614727
112034,438453.1450202991
112035,123205.46944918102
112036,196262.84252328088
112037,145604.12545003637
112038,187590.34940454687
112039,15489.65312232537
112040,86135.35277860163
112041,89777.38636333898
112042,50983.82594853659
112043,31117.947936287543
112044,54128.746227655145
112045,43695.20842883904
112046,276705.2445785929
112047,24877.83073860177
112048,-63983.651075091926
112049,105596.76477597671
112050,16411.612560107227
112051,56262.60773035207
112052,129031.76003798367
112053,195895.9774495123
112054,144894.25464871695
112055,-29595.16766541575
112056,104399.60080109643
112057,-29445.251849725653
112058,110358.5757714425
112059,8223.2477608427
112060,279368.23376585497
112061,158393.28112322136
112062,198138.12137105362
112063,72023.36770319215
112064,-37987.11333826078
112065,35899.92717788061
112066,3642.616038874359
112067,122698.45118549693
112068,127418.24237829863
112069,247779.15672112128
112070,333635.67991814227
112071,90129.00553150516
112072,87322.42930133374
112073,39718.9706859165
112074,20403.93984764174
112075,-20727.663171578446
112076,128843.47036583646
112077,650607.8256234688
112078,-17479.569558855408
112079,234639.8708630544
112080,149391.4224277489
112081,584507.6407111045
112082,-7226.168892010581
112083,40155.14055332724
112084,1078.9823910656705
112085,57536.36725177895
112086,-3631.9282816594205
112087,75517.66760821438
112088,128738.2752558614
112089,22852.743645585113
112090,191468.80804148054
112091,29551.173356542175
112092,27832.876092973136
112093,103263.29069347813
112094,13176.067703670298
112095,30319.943881031708
112096,153582.39579822595
112097,15438.030695960959
112098,-36180.05356600926
112099,50032.07806333274
112100,21646.443442629592
112101,311682.3588883425
112102,-6934.347005575313
112103,144584.15960618522
112104,68542.53123729656
112105,112042.55879320053
112106,109382.14153863989
112107,141475.06287145166
112108,102583.24901455196
112109,16450.28667672917
112110,79612.76868660001
112111,-8313.330494904585
112112,62376.86106151013
112113,84743.74425038294
112114,14373.787305396589
112115,13973.723788747011
112116,44020.102615499316
112117,114433.85917748831
112118,70180.27188680485
112119,53327.369521188986
112120,355868.172637716
112121,132703.02367662196
112122,392588.39277831756
112123,354498.8498646729
112124,92919.26294687818
112125,182485.50957566744
112126,175305.5860855683
112127,-22619.640757930785
112128,74775.4973776564
112129,113342.84196974858
112130,91397.66537516008
112131,120149.06771526384
112132,81344.31703932156
112133,270361.9575466808
112134,48959.06928780251
112135,-59740.19025485094
112136,79480.45087445894
112137,-20240.795263879772
112138,-14650.208675020214
112139,60518.70164938943
112140,54166.959239568896
112141,35881.750203376694
112142,56394.53914858195
112143,259078.83257366385
112144,-47466.307680263024
112145,33114.377139403034
112146,78443.43221905216
112147,227032.01010312556
112148,78263.45357008697
112149,44911.953744634
112150,-50586.56659460136
112151,243979.59315939882
112152,133280.3351943903
112153,71600.46032781432
112154,97689.79838147952
112155,97612.0884392896
112156,139370.82560195093
112157,119004.00298001805
112158,74121.83845169292
112159,295077.5323104367
112160,48625.31369218355
112161,164374.49003128172
112162,127948.40140357809
112163,36390.163828934805
112164,85166.86445774326
112165,142007.49321357906
112166,88186.05468676993
112167,47474.234765491565
112168,77846.35152430873
112169,231632.64044729737
112170,214244.87436269887
112171,95569.48886652416
112172,-12929.193285518952
112173,151830.22609732367
112174,-4412.333560679661
112175,64173.43790081615
112176,-8981.855088223165
112177,112449.3189941331
112178,-44700.78274123014
112179,5926.188839766401
112180,-17618.02711701044
112181,-12405.00528369371
112182,216010.23630266252
112183,114587.94320366492
112184,-17272.158443967943
112185,327241.3006534425
112186,-10587.836560835727
112187,146393.88623218884
112188,191354.89719534118
112189,24399.840454694597
112190,48540.975398478375
112191,99328.55463890806
112192,305578.8966002449
112193,16626.53596822152
112194,170974.0186744816
112195,77729.67620890096
112196,-49646.500818145185
112197,324639.0550081407
112198,44478.481968284905
112199,22348.437178973705
112200,41106.333088629006
112201,271053.5236545275
112202,150730.79773715316
112203,36779.30552377948
112204,48820.710901750455
112205,-30276.18275099546
112206,147783.57957332354
112207,368642.72151837574
112208,73585.42002857057
112209,425996.0387703682
112210,57616.33111472117
112211,230684.84163845994
112212,89754.11550524335
112213,-14829.983233088627
112214,301177.8077034842
112215,49040.55699411372
112216,138828.65481087155
112217,1778.5435496467835
112218,15347.287595602756
112219,354481.8228530829
112220,60906.366166891894
112221,-26133.128941123738
112222,36907.04271074435
112223,65959.31894696626
112224,181050.37098122225
112225,32410.904208877284
112226,100974.01304254147
112227,55540.75499999579
112228,112614.11293513703
112229,95751.53675383014
112230,195226.4766413216
112231,-68934.96465255653
112232,242122.5983990379
112233,2664.611965174394
112234,73493.3359787093
112235,-54465.07432265642
112236,129518.93368268266
112237,411522.2383931357
112238,77060.83059720654
112239,32758.212299850784
112240,50187.218266799304
112241,-2377.1720192059
112242,27176.5248428301
112243,114698.58431833345
112244,210612.96823257703
112245,128690.40803897829
112246,50199.88303364059
112247,385747.6825489446
112248,139054.5214135305
112249,-50331.068381294244
112250,9493.87042333516
112251,51641.83484508232
112252,53000.52980789134
112253,-25618.948432896723
112254,264099.9591292357
112255,53603.13840713361
112256,11750.196356471512
112257,76071.71244306196
112258,476851.028237827
112259,213501.9900411311
112260,184422.54420727515
112261,361287.34368185187
112262,115519.44441261662
112263,-6344.74300632783
112264,58345.87520485389
112265,24871.31232507211
112266,72793.33964305316
112267,93460.58541431864
112268,97482.41860015839
112269,456652.86464665364
112270,-30523.2880950126
112271,98959.39580783508
112272,129610.65664533217
112273,144382.70448914106
112274,-39785.11507729396
112275,272647.20061925426
112276,318744.820193346
112277,49458.7417716122
112278,-535.3539214433986
112279,-25984.851708114365
112280,147905.5220844731
112281,44608.942071185884
112282,203541.7393088183
112283,111149.81552239714
112284,90479.91391526071
112285,73785.03151142833
112286,69200.56578124128
112287,18308.371266622868
112288,91314.73228743317
112289,237689.5731184791
112290,195277.65970293473
112291,-21241.584501254445
112292,418019.7560536729
112293,7752.512682141518
112294,281341.346546374
112295,84327.0622219563
112296,220504.16903263918
112297,104645.55009127362
112298,113460.99399524264
112299,-3719.637691414886
112300,30294.308466843824
112301,32157.242752981532
112302,41686.892041235944
112303,23461.932847562988
112304,189653.83784609832
112305,10161.614754508264
112306,102064.22179458987
112307,70968.76350456572
112308,119767.14138260578
112309,80617.4066083997
112310,-6114.739787541519
112311,112607.86945919693
112312,24824.66033760649
112313,107690.56247066935
112314,54625.948966369135
112315,206798.58998901467
112316,24956.418194203914
112317,8184.912838102144
112318,-5124.173427684815
112319,-28964.31994770227
112320,463192.9593703947
112321,32678.515407655723
112322,15004.846058508949
112323,117110.80271437154
112324,409102.73157212
112325,242932.14668263006
112326,131847.35641661877
112327,277234.4736443416
112328,107065.79648311493
112329,159285.45665064728
112330,392436.25737263623
112331,378566.2983552396
112332,272449.3517639781
112333,315579.7126582781
112334,327169.69129132014
112335,100946.07861052665
112336,10370.35282355969
112337,220326.19313003725
112338,284867.6611929272
112339,292560.9974899592
112340,55333.57423551878
112341,853779.4483028596
112342,70929.96346912975
112343,107317.30262272125
112344,42650.71528362041
112345,60088.41595384086
112346,120002.87676904343
112347,-11479.716198572365
112348,410.2858401347621
112349,12519.52474540734
112350,119917.79679490314
112351,42033.95989270185
112352,43867.30539710108
112353,-43848.599287041594
112354,135703.75027425753
112355,79714.16101357358
112356,69208.83557884573
112357,55951.09398096345
112358,95589.16323540501
112359,28204.315399804895
112360,18501.940429943308
112361,240172.78624476102
112362,83368.23230513437
112363,48784.75776893947
112364,-49174.6484472826
112365,-55365.37459139708
112366,51957.44820698176
112367,42767.411789569924
112368,9865.126462202388
112369,180777.08048158325
112370,-46846.387800476936
112371,362959.91003841977
112372,126353.60771470942
112373,46956.54656023656
112374,17987.12456724928
112375,12740.528369727253
112376,111797.51414465472
112377,126645.86640775533
112378,60002.048604450145
112379,104546.626455013
112380,37941.72358479016
112381,72451.78786230844
112382,99696.61940807209
112383,67859.65399348146
112384,246252.49432286317
112385,-6211.399974285698
112386,192409.85427788654
112387,61754.46610861403
112388,29442.58891455151
112389,46289.192450928735
112390,56242.38380196468
112391,-11784.129680143218
112392,132620.73531449382
112393,83245.03551343383
112394,44006.09990432907
112395,50413.54712578794
112396,158860.07461044216
112397,78380.05424689686
112398,369299.3730723241
112399,118122.69387290646
112400,84240.40943385128
112401,126114.35730885749
112402,606851.6399941012
112403,156605.33642787856
112404,103375.09555721731
112405,82239.58672520118
112406,-1214.60776663477
112407,42506.287592076995
112408,52156.042760518976
112409,94240.11526325188
112410,-10405.944660757406
112411,149037.43527344547
112412,147726.16219000772
112413,18870.336371360434
