Instance,Income
111994,30188.071147922372
111995,14800.072000942482
111996,50092.14844036602
111997,172442.91079286838
111998,13654.735475884676
111999,109342.65645483343
112000,121931.5854507378
112001,54284.758238287985
112002,33272.5776559702
112003,99671.31830960739
112004,7827.183892457021
112005,173993.80937782725
112006,5456.522675220839
112007,96020.43609582019
112008,289365.54102350713
112009,107661.35682999583
112010,45655.212545037975
112011,14252.40708949734
112012,29616.0443531253
112013,30685.772165800747
112014,114125.18491501095
112015,39510.662301266755
112016,44409.194089493256
112017,16714.19993422855
112018,179166.05070986366
112019,51628.890571548065
112020,20954.467428140397
112021,9107.973215118944
112022,81268.56874015126
112023,67417.03410606393
112024,13939.817681910137
112025,83443.27087283254
112026,57226.72711037387
112027,74744.45468740753
112028,18501.997159528866
112029,46072.961108103365
112030,143705.75794968707
112031,287187.9217930837
112032,248133.7188497465
112033,102966.65094918427
112034,307571.92227745155
112035,123063.32791587277
112036,189147.76422197124
112037,117303.65980002732
112038,191919.70996150898
112039,35226.41956412163
112040,60121.199464148776
112041,57141.280050077476
112042,42442.96803066015
112043,59080.17426255272
112044,41264.33982045921
112045,26641.6636754064
112046,271610.38135263446
112047,20472.414481547872
112048,11115.249359839649
112049,105838.96145515116
112050,33418.31997736918
112051,56541.68887367449
112052,112640.12204329734
112053,216201.23053252805
112054,93073.32011502738
112055,19138.520882843604
112056,89343.83507972366
112057,15650.072428935284
112058,56762.48661542212
112059,29816.703268932462
112060,270350.93108957587
112061,127331.19486196504
112062,173276.7145485685
112063,70182.91170037897
112064,12696.490626973591
112065,51132.20876055645
112066,16657.92325494271
112067,115023.37991056152
112068,66207.5505331979
112069,220452.8303127021
112070,369676.37289442535
112071,65275.938945912436
112072,81329.47091571936
112073,38128.997044814794
112074,22325.815150937568
112075,13022.253708910353
112076,110313.18221546666
112077,691951.696728145
112078,11757.736369554854
112079,189699.21364406394
112080,121925.24094375696
112081,575421.8208414591
112082,28680.80983656353
112083,27998.21649430821
112084,17979.934150105593
112085,47177.72443749831
112086,23523.80395797268
112087,41704.97236123021
112088,133699.08333932076
112089,37679.813527723694
112090,188401.94906867805
112091,27428.737236972094
112092,27232.922288542097
112093,91099.6514288688
112094,26462.35726332346
112095,56111.774662784126
112096,122951.4883179377
112097,22900.430761891774
112098,14619.449168841065
112099,24268.19231098737
112100,33809.39598196523
112101,195005.70774549939
112102,16634.22223901417
112103,109247.5057271874
112104,71552.24234175624
112105,54849.20031222309
112106,88235.7559401195
112107,113772.6566772696
112108,80266.7674297546
112109,15768.005080454923
112110,48516.59076431339
112111,24785.70020984988
112112,68867.75160673512
112113,80334.68113583683
112114,42219.53030636182
112115,23811.633297428405
112116,45760.61079938176
112117,84492.1863615002
112118,32239.876902367458
112119,30696.405645261595
112120,363002.85091284243
112121,119922.99509450821
112122,361443.41398715024
112123,309029.1264506403
112124,58083.03498269332
112125,200013.52692698943
112126,167139.77868706934
112127,9415.867567809079
112128,45990.808441995214
112129,101420.60200771687
112130,83195.43945225567
112131,47832.40319869734
112132,85442.83538492638
112133,276652.908156598
112134,36637.741430507725
112135,6228.223960381331
112136,67940.39728383376
112137,15144.099507223536
112138,25252.310979960774
112139,64265.04150121847
112140,37607.62167445688
112141,47694.89012031235
112142,62280.95037149662
112143,211040.10722017652
112144,15049.551279831592
112145,30742.76476215112
112146,45830.13557214805
112147,208239.77173004922
112148,46420.094029982814
112149,67103.19696963229
112150,5662.543931083618
112151,282933.8449824264
112152,99872.17505293705
112153,61802.24360072361
112154,45257.872841225755
112155,108455.53512266235
112156,93778.08587746242
112157,96556.21187476267
112158,53705.602354754345
112159,306675.0317322043
112160,56254.718154800416
112161,150455.7112226905
112162,121838.81088071932
112163,26205.273321856443
112164,43355.22104660568
112165,159403.1340999893
112166,59745.42366196325
112167,31592.703447587814
112168,47875.88020091076
112169,253526.29376314656
112170,191044.20474341395
112171,41460.82649628313
