Instance,Income
111994,62144.99187772392
111995,51915.01129222353
111996,66448.19920330781
111997,126752.81986402498
111998,56004.084148476795
111999,80953.96116129952
112000,93580.32679521316
112001,105761.87836556199
112002,63898.19298978936
112003,89725.6692095219
112004,46611.97683907205
112005,95889.83852563867
112006,53533.64591790124
112007,98234.85333071488
112008,141839.20532935916
112009,83146.32178178262
112010,61245.25868282407
112011,64293.946613045344
112012,68671.92093210592
112013,44304.82079201893
112014,98232.78826985072
112015,70304.30250706768
112016,72444.89868690433
112017,54247.360549516736
112018,120724.2685706483
112019,64499.57881059495
112020,62587.336158609396
112021,59780.287780930375
112022,88396.93104383639
112023,78324.6527149311
112024,62318.37581694787
112025,88717.52894876251
112026,60526.03979489505
112027,82648.2958315139
112028,70265.48584484399
112029,66541.65927852505
112030,111943.47928949511
112031,111657.60017539386
112032,121568.51820487452
112033,94931.32769099319
112034,77741.95700688072
112035,87051.89633271238
112036,123542.45942109622
112037,87351.27934185532
112038,107513.77051041277
112039,63724.30181828822
112040,95659.20105488114
112041,86655.83234262177
112042,86393.90528639754
112043,79941.7328107615
112044,94983.9476867653
112045,49593.36575433984
112046,125733.25246192857
112047,57529.91215307913
112048,57387.766591561194
112049,86992.9813660584
112050,84315.32893536988
112051,88588.77753764566
112052,101445.67887518318
112053,131147.652499072
112054,76168.94113279371
112055,52548.65672781606
112056,87064.20501653201
112057,57188.30800321428
112058,54566.75026865777
112059,69382.73535744521
112060,133786.51798942135
112061,78319.09357393831
112062,110842.49521451253
112063,75678.74214186345
112064,48108.69886653208
112065,73906.8273846052
112066,41444.16280964384
112067,108178.51511112227
112068,75916.87837700077
112069,110007.4701192245
112070,190760.52208421813
112071,60706.21725051507
112072,80289.9656556312
112073,70838.79471432074
112074,73378.18663208712
112075,41118.653265313726
112076,101648.95947847591
112077,116012.39296031842
112078,49050.83293122401
112079,93932.791165335
112080,108517.68929966458
112081,190820.11662201167
112082,62477.55703183272
112083,42602.78792019406
112084,50271.883621168265
112085,73583.96624755212
112086,59959.442430095056
112087,69366.58858081153
112088,115107.60654418005
112089,76650.51076417626
112090,113535.25691889564
112091,62591.64581264857
112092,75131.1753964663
112093,83067.62590364461
112094,87517.75656464596
112095,80250.57375825576
112096,107696.53286735521
112097,53713.307206576006
112098,58740.77566507464
112099,56836.03738911332
112100,68603.777646007
112101,112102.3276298663
112102,79103.95450165904
112103,94318.33947486583
112104,88980.81332738028
112105,66972.5514552227
112106,111190.486890689
112107,93740.13117964011
112108,77543.94668445355
112109,59167.58746330575
112110,58658.555911434065
112111,57854.57201870162
112112,95344.31250777993
112113,88734.16412043232
112114,88045.61631987999
112115,52498.427825953884
112116,62237.79106064887
112117,87211.47031339628
112118,52331.95575426936
112119,66867.64075434326
112120,156624.46403717872
112121,93049.8801748764
112122,175985.91861793763
112123,144143.1940081361
112124,59172.0431100728
112125,105636.98369316985
112126,110084.0377332688
112127,47519.436599840046
112128,64231.25998274079
112129,86902.29526572976
112130,82007.24801639462
112131,47699.20145759197
112132,94136.12849712212
112133,149695.51402882152
112134,58639.5291031876
112135,46614.10417449886
112136,89429.71198002722
112137,46720.17112025837
112138,71123.08592997701
112139,86899.03752849909
112140,72122.42877665831
112141,61034.582359232794
112142,80696.94641444113
112143,131815.5878349929
112144,66454.51018943283
112145,66171.12053721397
112146,54240.70654668903
112147,122711.97860215191
112148,65593.98196894237
112149,85517.2242034237
112150,54213.3460372883
112151,139170.8799972524
112152,75160.63758775672
112153,75948.05717023827
112154,54063.50842594137
112155,85172.10775394442
112156,97357.84088925444
112157,101644.54382082653
112158,65615.72235520754
112159,152503.02806258795
112160,80238.93735350213
112161,100251.68454538046
112162,105589.79034937461
112163,44705.88934316089
112164,75745.90674223084
112165,110407.73188513494
112166,82326.52918923197
112167,54131.89031451814
112168,72192.12259826773
112169,131104.39574784588
112170,126709.61522261046
112171,73568.9690102237
112172,66198.95238805251
112173,86050.97422294017
112174,64032.80899159522
112175,75577.77845124959
112176,60941.87811648745
112177,120600.3627637065
112178,54500.782322749285
112179,57932.68593662167
112180,69769.53561734823
112181,37054.82444797632
112182,126479.90448415917
112183,107368.17577474391
112184,55640.770782018735
112185,106996.53637713837
112186,36648.942615603264
112187,95957.7061268719
112188,146036.66170452427
112189,75105.15425070781
112190,63727.59453234046
112191,102967.24556538211
112192,157943.23818023913
112193,68195.03599945254
112194,132174.60028880686
112195,64538.914127945514
112196,66122.93087395697
112197,148046.28646560057
112198,77144.42088160994
112199,74092.25475211693
112200,80198.3508436289
112201,133974.69404885094
112202,101319.86265579965
112203,63553.14935068245
112204,62626.975573951604
112205,39874.570839446176
112206,87571.1343914351
112207,115855.85228869063
112208,86416.73831056568
112209,135002.4316032878
112210,75590.43886419765
112211,141048.51494728116
112212,92532.6535646707
112213,55521.099652158475
112214,121623.98334346237
112215,60162.528181678805
112216,118996.34212258083
112217,66339.63131626685
112218,69356.86993468972
112219,137137.2143130344
112220,77941.8965787632
112221,47429.9455765998
112222,50132.50046461378
112223,81444.97309520704
112224,101909.65905680806
112225,48945.99207852125
112226,72565.80650615908
112227,94818.80612304495
112228,100651.40314817525
112229,69391.45885610921
112230,107241.4937671628
112231,60333.55766416415
112232,93148.06966354411
112233,59511.044652942306
112234,70817.60243784085
112235,53849.5528591151
112236,108342.65410363777
112237,131937.82047166565
112238,67487.3951263899
112239,66851.73756068277
112240,44302.96270567203
112241,56203.933389211525
112242,68402.92821290123
112243,88968.30353565652
112244,89407.08632935569
112245,92701.32620114708
112246,63705.38327655054
112247,191762.8689505092
112248,94256.3505990924
112249,44217.329241924504
112250,81260.86781781352
112251,74708.19044038601
112252,65248.31315551602
112253,52297.47900642114
112254,129543.2627298738
112255,68512.32984768224
112256,65451.32983556843
